ticker,beta,expected_market_return_3m,expected_capm_return_3m,risk_free_rate_3m,market_risk_premium_3m,date
TSM,1.7633176063111053,0.008195143039804067,0.007726175381298018,0.008809523809523809,-0.0006143807697197422,2026-02-20
BRK-A,-0.09382861202788173,0.008195143039804067,0.008867170304403234,0.008809523809523809,-0.0006143807697197422,2026-02-20
AVGO,2.2692255378160255,0.008195143039804067,0.007415355276932703,0.008809523809523809,-0.0006143807697197422,2026-02-20
AMZN,0.898868367485068,0.008195143039804067,0.008257276370031605,0.008809523809523809,-0.0006143807697197422,2026-02-20
MSFT,1.0568516135101602,0.008195143039804067,0.008160214501735884,0.008809523809523809,-0.0006143807697197422,2026-02-20
GOOGL,0.7032691536753501,0.008195143039804067,0.008377448765568596,0.008809523809523809,-0.0006143807697197422,2026-02-20
META,1.0701136330442835,0.008195143039804067,0.008152066571966472,0.008809523809523809,-0.0006143807697197422,2026-02-20
NVDA,2.17140470786073,0.008195143039804067,0.007475454513735261,0.008809523809523809,-0.0006143807697197422,2026-02-20
